A lens is a transmissive optical device which focuses or disperses a light beam by means of refraction.	Glass is a non-crystalline, often transparent amorphous solid, that has widespread practical, technological, and decorative use in, for example, window panes, tableware, and optics.
A mirror or looking glass is an object that reflects an image.	Glass is a non-crystalline, often transparent amorphous solid, that has widespread practical, technological, and decorative use in, for example, window panes, tableware, and optics.
Money is any item or verifiable record that is generally accepted as payment for goods and services and repayment of debts, such as taxes, in a particular country or socio-economic context.	Paper is a thin sheet material produced by mechanically or chemically processing cellulose fibres derived from wood, rags, grasses or other vegetable sources in water, draining the water through fine mesh leaving the fibre evenly distributed on the surface, followed by pressing and drying.
The ocean (also the sea or the world ocean) is the body of salt water that covers approximately 70.8% of the surface of Earth and contains 97% of Earth's water.	Water (chemical formula H2O) is an inorganic, transparent, tasteless, odorless, and nearly colorless chemical substance, which is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent[1]).
In cuisine, an omelette (also spelled omelet) is a dish made from beaten eggs, fried with butter or oil in a frying pan (without stirring as in scrambled egg).	Eggs are laid by female animals of many different species, including birds, reptiles, amphibians, a few mammals, and fish, and many of these have been eaten by humans for thousands of years.
Pastry is baked food made with a dough of flour, water and shortening (solid fats, including butter or lard) that may be savoury or sweetened.	Flour is a powder made by grinding raw grains, roots, beans, nuts, or seeds.
A penny is a coin (pl. pennies) or a unit of currency (pl. pence) in various countries.	"A metal (from Greek μέταλλον métallon, ""mine, quarry, metal"") is a material that, when freshly prepared, polished, or fractured, shows a lustrous appearance, and conducts electricity and heat relatively well."
A tablet (also known as a pill) is a pharmaceutical oral dosage form (oral solid dosage, or OSD) or solid unit dosage form.	A medication (also called medicament, medicine, pharmaceutical drug, medicinal drug or simply drug) is a drug used to diagnose, cure, treat, or prevent disease.
Plastics are a wide range of synthetic or semi-synthetic materials that use polymers as a main ingredient.	"A polymer (/ˈpɒlɪmər/;[4][5] Greek poly-, ""many"" + -mer, ""part"") is a substance or material consisting of very large molecules called macromolecules, composed of many repeating subunits."
A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind.	Roof shingles are a roof covering consisting of individual overlapping elements.
The sea, connected as the world ocean or simply the ocean, is the body of salty water that covers approximately 71 percent of the Earth's surface.	Water (chemical formula H2O) is an inorganic, transparent, tasteless, odorless, and nearly colorless chemical substance, which is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent[1]).
Snow comprises individual ice crystals that grow while suspended in the atmosphere—usually within clouds—and then fall, accumulating on the ground where they undergo further changes.	Water (chemical formula H2O) is an inorganic, transparent, tasteless, odorless, and nearly colorless chemical substance, which is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent[1]).
A spoon is a utensil consisting of a small shallow bowl (also known as a head), oval or round, at the end of a handle.	"A metal (from Greek μέταλλον métallon, ""mine, quarry, metal"") is a material that, when freshly prepared, polished, or fractured, shows a lustrous appearance, and conducts electricity and heat relatively well."
Steel is an alloy made up of iron with typically a few tenths of a percent of carbon to improve its strength and fracture resistance compared to other forms of iron.	Iron (/ˈaɪərn/) is a chemical element with symbol Fe (from Latin: ferrum) and atomic number 26.
A table is an item of furniture with a raised flat top and is supported most commonly by 1 or 4 legs (although some can have more), used as a surface for working at, eating from or on which to place things.	Wood is a porous and fibrous structural tissue found in the stems and roots of trees and other woody plants.
A wall is a structure and a surface that defines an area; carries a load; provides security, shelter, or soundproofing; or, is decorative.	Drywall (also called plasterboard, wallboard, sheet rock, gypsum board, buster board, custard board, and gypsum panel) is a panel made of calcium sulfate dihydrate (gypsum), with or without additives, typically extruded between thick sheets of facer and backer paper, used in the construction of interior walls and ceilings.
Water (chemical formula H2O) is an inorganic, transparent, tasteless, odorless, and nearly colorless chemical substance, which is the main constituent of Earth's hydrosphere and the fluids of all known living organisms (in which it acts as a solvent[1]).	Hydrogen is the chemical element with the symbol H and atomic number 1.
A wig is a head or hair accessory made from human hair, animal hair, or synthetic fiber.	Hair is a protein filament that grows from follicles found in the dermis.
Wine is an alcoholic drink typically made from fermented grapes.	A grape is a fruit, botanically a berry, of the deciduous woody vines of the flowering plant genus Vitis.
A wire is a flexible strand of metal.	"A metal (from Greek μέταλλον métallon, ""mine, quarry, metal"") is a material that, when freshly prepared, polished, or fractured, shows a lustrous appearance, and conducts electricity and heat relatively well."
Yogurt (UK: /ˈjɒɡət/; US: /ˈjoʊɡərt/,[1] from Turkish: yoğurmak, also spelled yoghurt, yogourt or yoghourt) is a food produced by bacterial fermentation of milk.	Milk is a nutrient-rich liquid food produced by the mammary glands of mammals.
